Date: 2010-03-17, Open: 5198.45, High: 5260.5, Low: 5177.15, SMA20: 5022.94, SMA50: 5028.95, RSI14: 91.46, Return: 0.65%, Output: Up
Date: 2010-11-10, Open: 6303.2, High: 6307.65, Low: 6269.25, SMA20: 6123.1, SMA50: 5979.82, RSI14: 71.92, Return: -0.41%, Output: Down
Date: 2010-11-11, Open: 6286.35, High: 6296.55, Low: 6179.5, SMA20: 6121.11, SMA50: 5995.66, RSI14: 57.34, Return: -1.3%, Output: Down
Date: 2010-11-12, Open: 6182.3, High: 6202.5, Low: 6056.75, SMA20: 6115.83, SMA50: 6007.65, RSI14: 50.39, Return: -1.98%, Output: Up
Date: 2010-11-15, Open: 6079.9, High: 6128.75, Low: 6039.4, SMA20: 6118.78, SMA50: 6020.36, RSI14: 51.08, Return: 0.82%, Output: Down
Date: 2010-11-16, Open: 6143.45, High: 6144.05, Low: 5970.6, SMA20: 6114.41, SMA50: 6030.55, RSI14: 44.43, Return: -2.17%, Output: Up
Date: 2010-11-18, Open: 6075.95, High: 6076.2, Low: 5906.75, SMA20: 6112.99, SMA50: 6038.99, RSI14: 49.11, Return: 0.17%, Output: Down
Date: 2010-11-19, Open: 6011.3, High: 6013.25, Low: 5863.95, SMA20: 6108.4, SMA50: 6044.71, RSI14: 44.35, Return: -1.81%, Output: Up
Date: 2010-11-22, Open: 5920.9, High: 6020.25, Low: 5905.15, SMA20: 6103.82, SMA50: 6052.76, RSI14: 49.6, Return: 2.03%, Output: Down
Date: 2010-11-23, Open: 5971.55, High: 5973.35, Low: 5824.95, SMA20: 6097.26, SMA50: 6058.65, RSI14: 40.15, Return: -1.25%, Output: Down
Date: 2010-11-24, Open: 5946.8, High: 5976.65, Low: 5833.6, SMA20: 6085.26, SMA50: 6060.76, RSI14: 37.27, Return: -1.16%, Output: Down
Date: 2010-11-25, Open: 5883.95, High: 5907.1, Low: 5780.35, SMA20: 6071.14, SMA50: 6060.85, RSI14: 32.31, Return: -1.13%, Output: Down
Date: 2010-11-26, Open: 5828.55, High: 5838.5, Low: 5690.35, SMA20: 6058.11, SMA50: 6058.67, RSI14: 22.0, Return: -0.82%, Output: Up
Date: 2010-11-29, Open: 5789.95, High: 5843.15, Low: 5754.7, SMA20: 6050.23, SMA50: 6058.69, RSI14: 28.18, Return: 1.36%, Output: Up
Date: 2010-11-30, Open: 5811.6, High: 5892.25, Low: 5768.35, SMA20: 6042.48, SMA50: 6058.25, RSI14: 28.48, Return: 0.56%, Output: Up
Date: 2010-12-01, Open: 5871.0, High: 5971.0, Low: 5865.55, SMA20: 6034.64, SMA50: 6057.86, RSI14: 35.59, Return: 1.67%, Output: Up
Date: 2010-12-02, Open: 6023.05, High: 6029.5, Low: 5980.6, SMA20: 6029.28, SMA50: 6057.91, RSI14: 41.4, Return: 0.85%, Output: Down
Date: 2010-12-03, Open: 6013.35, High: 6025.4, Low: 5964.25, SMA20: 6020.89, SMA50: 6057.95, RSI14: 45.88, Return: -0.31%, Output: Down
Date: 2010-12-06, Open: 6033.65, High: 6069.45, Low: 5981.7, SMA20: 6006.42, SMA50: 6058.6, RSI14: 42.88, Return: -0.01%, Output: Down
Date: 2010-12-07, Open: 5995.05, High: 6001.0, Low: 5939.7, SMA20: 5991.58, SMA50: 6057.77, RSI14: 49.23, Return: -0.26%, Output: Down
Date: 2010-12-08, Open: 5954.4, High: 5960.0, Low: 5878.6, SMA20: 5971.69, SMA50: 6055.13, RSI14: 44.43, Return: -1.22%, Output: Down
Date: 2010-12-09, Open: 5924.25, High: 5927.3, Low: 5742.3, SMA20: 5946.23, SMA50: 6049.87, RSI14: 42.99, Return: -2.32%, Output: Up
Date: 2010-12-10, Open: 5761.0, High: 5865.5, Low: 5721.15, SMA20: 5929.39, SMA50: 6047.19, RSI14: 41.06, Return: 1.58%, Output: Up
Date: 2010-12-13, Open: 5882.65, High: 5913.8, Low: 5795.9, SMA20: 5921.19, SMA50: 6044.74, RSI14: 48.37, Return: 0.86%, Output: Up
Date: 2010-12-14, Open: 5928.7, High: 5953.95, Low: 5888.75, SMA20: 5912.31, SMA50: 6040.76, RSI14: 54.92, Return: 0.62%, Output: Down
Date: 2010-12-15, Open: 5931.15, High: 5942.75, Low: 5865.8, SMA20: 5907.49, SMA50: 6035.41, RSI14: 55.92, Return: -0.87%, Output: Up
Date: 2010-12-16, Open: 5910.55, High: 5956.15, Low: 5855.05, SMA20: 5904.99, SMA50: 6031.47, RSI14: 62.44, Return: 0.96%, Output: Down
Date: 2010-12-20, Open: 5926.85, High: 5985.0, Low: 5900.25, SMA20: 5907.82, SMA50: 6026.68, RSI14: 58.19, Return: -0.03%, Output: Up
Date: 2010-12-21, Open: 5960.4, High: 6007.45, Low: 5960.05, SMA20: 5907.36, SMA50: 6024.29, RSI14: 59.38, Return: 0.9%, Output: Down
Date: 2010-12-22, Open: 6019.0, High: 6023.8, Low: 5958.0, SMA20: 5909.84, SMA50: 6021.91, RSI14: 51.8, Return: -0.27%, Output: Down
Date: 2010-12-23, Open: 6005.9, High: 6006.45, Low: 5964.6, SMA20: 5915.55, SMA50: 6018.79, RSI14: 47.39, Return: -0.07%, Output: Up
Date: 2010-12-24, Open: 5940.25, High: 6017.35, Low: 5940.25, SMA20: 5926.14, SMA50: 6017.21, RSI14: 51.52, Return: 0.53%, Output: Down
Date: 2010-12-27, Open: 6013.3, High: 6045.75, Low: 5991.1, SMA20: 5938.45, SMA50: 6012.49, RSI14: 50.46, Return: -0.22%, Output: Down
Date: 2010-12-28, Open: 6005.35, High: 6010.9, Low: 5982.25, SMA20: 5946.75, SMA50: 6008.86, RSI14: 51.57, Return: -0.04%, Output: Up
Date: 2010-12-29, Open: 6005.15, High: 6067.55, Low: 6002.85, SMA20: 5956.63, SMA50: 6008.82, RSI14: 62.83, Return: 1.07%, Output: Up
Date: 2010-12-30, Open: 6062.35, High: 6106.4, Low: 6062.35, SMA20: 5963.68, SMA50: 6009.34, RSI14: 82.57, Return: 0.68%, Output: Up
Date: 2010-12-31, Open: 6105.1, High: 6147.3, Low: 6103.55, SMA20: 5969.82, SMA50: 6011.48, RSI14: 80.35, Return: 0.54%, Output: Up
Date: 2011-01-03, Open: 6177.45, High: 6178.55, Low: 6147.2, SMA20: 5978.06, SMA50: 6014.99, RSI14: 79.1, Return: 0.38%, Output: Down
Date: 2011-01-04, Open: 6172.75, High: 6181.05, Low: 6124.4, SMA20: 5985.77, SMA50: 6015.89, RSI14: 75.02, Return: -0.18%, Output: Down
Date: 2011-01-05, Open: 6141.35, High: 6141.35, Low: 6062.35, SMA20: 5990.93, SMA50: 6016.16, RSI14: 72.37, Return: -1.08%, Output: Down
Date: 2011-01-06, Open: 6107.0, High: 6116.15, Low: 6022.3, SMA20: 5998.16, SMA50: 6015.01, RSI14: 62.62, Return: -0.52%, Output: Down
Date: 2011-01-07, Open: 6030.9, High: 6051.2, Low: 5883.6, SMA20: 6005.06, SMA50: 6011.46, RSI14: 46.04, Return: -2.38%, Output: Down
Date: 2011-01-10, Open: 5901.3, High: 5907.25, Low: 5740.95, SMA20: 6000.34, SMA50: 6006.47, RSI14: 30.95, Return: -2.4%, Output: Down
Date: 2011-01-11, Open: 5767.95, High: 5842.6, Low: 5698.2, SMA20: 5992.66, SMA50: 6001.8, RSI14: 31.33, Return: -0.15%, Output: Up
Date: 2011-01-12, Open: 5800.05, High: 5874.2, Low: 5711.3, SMA20: 5988.62, SMA50: 5998.71, RSI14: 41.91, Return: 1.9%, Output: Down
Date: 2011-01-13, Open: 5850.75, High: 5857.75, Low: 5736.7, SMA20: 5981.6, SMA50: 5991.39, RSI14: 33.79, Return: -1.9%, Output: Down
Date: 2011-01-14, Open: 5752.1, High: 5833.65, Low: 5639.65, SMA20: 5966.89, SMA50: 5982.1, RSI14: 30.59, Return: -1.69%, Output: Up
Date: 2011-01-17, Open: 5648.8, High: 5696.15, Low: 5624.15, SMA20: 5952.27, SMA50: 5971.99, RSI14: 30.68, Return: 0.0%, Output: Up
Date: 2011-01-18, Open: 5682.55, High: 5730.5, Low: 5671.25, SMA20: 5938.44, SMA50: 5960.84, RSI14: 31.07, Return: 1.23%, Output: Down
Date: 2011-01-19, Open: 5737.35, High: 5747.65, Low: 5662.55, SMA20: 5923.77, SMA50: 5949.19, RSI14: 26.65, Return: -0.58%, Output: Up
Date: 2011-01-20, Open: 5656.0, High: 5729.45, Low: 5634.5, SMA20: 5910.36, SMA50: 5937.39, RSI14: 25.63, Return: 0.36%, Output: Down
Date: 2011-01-21, Open: 5692.05, High: 5717.55, Low: 5674.5, SMA20: 5894.6, SMA50: 5925.81, RSI14: 23.18, Return: -0.26%, Output: Up
Date: 2011-01-24, Open: 5717.1, High: 5756.0, Low: 5697.75, SMA20: 5881.86, SMA50: 5916.79, RSI14: 27.48, Return: 0.82%, Output: Down
Date: 2011-01-25, Open: 5763.3, High: 5801.55, Low: 5680.65, SMA20: 5866.43, SMA50: 5909.1, RSI14: 27.81, Return: -0.97%, Output: Down
Date: 2011-01-27, Open: 5725.3, High: 5726.1, Low: 5594.95, SMA20: 5843.62, SMA50: 5898.76, RSI14: 26.28, Return: -1.46%, Output: Down
Date: 2011-01-28, Open: 5614.0, High: 5614.4, Low: 5459.55, SMA20: 5814.14, SMA50: 5889.23, RSI14: 27.81, Return: -1.64%, Output: Down
Date: 2011-01-31, Open: 5452.55, High: 5526.85, Low: 5416.65, SMA20: 5782.71, SMA50: 5879.37, RSI14: 32.84, Return: -0.11%, Output: Down
Date: 2011-02-01, Open: 5537.3, High: 5539.15, Low: 5402.0, SMA20: 5745.69, SMA50: 5869.91, RSI14: 29.68, Return: -1.61%, Output: Up
Date: 2011-02-02, Open: 5469.55, High: 5490.6, Low: 5415.65, SMA20: 5709.97, SMA50: 5858.35, RSI14: 20.64, Return: 0.27%, Output: Up
Date: 2011-02-03, Open: 5430.45, High: 5532.65, Low: 5418.0, SMA20: 5682.32, SMA50: 5850.19, RSI14: 34.32, Return: 1.74%, Output: Down
Date: 2011-02-04, Open: 5519.9, High: 5556.3, Low: 5369.05, SMA20: 5649.69, SMA50: 5840.79, RSI14: 32.78, Return: -2.37%, Output: Up
Date: 2011-02-07, Open: 5430.15, High: 5440.35, Low: 5376.95, SMA20: 5624.26, SMA50: 5832.71, RSI14: 32.79, Return: 0.0%, Output: Down
Date: 2011-02-08, Open: 5432.35, High: 5432.35, Low: 5303.4, SMA20: 5601.75, SMA50: 5823.92, RSI14: 23.13, Return: -1.55%, Output: Down
Date: 2011-02-09, Open: 5293.05, High: 5339.45, Low: 5225.65, SMA20: 5576.72, SMA50: 5812.39, RSI14: 22.37, Return: -1.11%, Output: Down
Date: 2011-02-10, Open: 5246.05, High: 5272.6, Low: 5196.8, SMA20: 5544.85, SMA50: 5799.66, RSI14: 19.6, Return: -0.53%, Output: Up
Date: 2011-02-11, Open: 5219.65, High: 5319.45, Low: 5177.7, SMA20: 5522.75, SMA50: 5786.64, RSI14: 27.74, Return: 1.61%, Output: Up
Date: 2011-02-14, Open: 5340.25, High: 5463.8, Low: 5340.25, SMA20: 5512.83, SMA50: 5775.52, RSI14: 35.15, Return: 2.75%, Output: Up
Date: 2011-02-15, Open: 5467.75, High: 5506.5, Low: 5408.35, SMA20: 5504.14, SMA50: 5765.29, RSI14: 38.98, Return: 0.46%, Output: Up
Date: 2011-02-16, Open: 5467.6, High: 5504.8, Low: 5460.35, SMA20: 5492.02, SMA50: 5755.08, RSI14: 42.82, Return: 0.01%, Output: Up
Date: 2011-02-17, Open: 5501.7, High: 5553.0, Low: 5463.4, SMA20: 5484.79, SMA50: 5746.48, RSI14: 52.07, Return: 1.18%, Output: Down
Date: 2011-02-18, Open: 5557.55, High: 5599.25, Low: 5441.95, SMA20: 5472.16, SMA50: 5737.58, RSI14: 47.41, Return: -1.58%, Output: Up
Date: 2011-02-21, Open: 5456.6, High: 5526.25, Low: 5413.1, SMA20: 5463.26, SMA50: 5732.62, RSI14: 55.77, Return: 1.09%, Output: Down
Date: 2011-02-22, Open: 5504.4, High: 5519.45, Low: 5437.3, SMA20: 5449.56, SMA50: 5724.86, RSI14: 52.04, Return: -0.9%, Output: Down
Date: 2011-02-23, Open: 5452.45, High: 5495.2, Low: 5427.55, SMA20: 5437.06, SMA50: 5715.45, RSI14: 44.74, Return: -0.58%, Output: Down
Date: 2011-02-24, Open: 5408.75, High: 5423.4, Low: 5242.5, SMA20: 5419.98, SMA50: 5701.83, RSI14: 42.56, Return: -3.21%, Output: Up
Date: 2011-02-25, Open: 5321.05, High: 5338.2, Low: 5232.75, SMA20: 5409.55, SMA50: 5690.05, RSI14: 45.05, Return: 0.78%, Output: Up
Date: 2011-02-28, Open: 5330.15, High: 5477.0, Low: 5308.6, SMA20: 5400.92, SMA50: 5677.74, RSI14: 51.17, Return: 0.56%, Output: Up
Date: 2011-03-01, Open: 5382.0, High: 5533.05, Low: 5373.55, SMA20: 5406.17, SMA50: 5669.25, RSI14: 63.29, Return: 3.54%, Output: Up
Date: 2011-03-03, Open: 5478.45, High: 5570.75, Low: 5468.25, SMA20: 5411.38, SMA50: 5659.96, RSI14: 65.56, Return: 0.25%, Output: Up
Date: 2011-03-04, Open: 5586.2, High: 5608.2, Low: 5524.1, SMA20: 5411.98, SMA50: 5651.04, RSI14: 62.49, Return: 0.05%, Output: Down
Date: 2011-03-07, Open: 5490.05, High: 5491.25, Low: 5408.45, SMA20: 5415.35, SMA50: 5640.71, RSI14: 50.42, Return: -1.36%, Output: Up
Date: 2011-03-08, Open: 5466.1, High: 5530.55, Low: 5464.75, SMA20: 5421.59, SMA50: 5630.89, RSI14: 52.27, Return: 1.06%, Output: Up
Date: 2011-03-09, Open: 5542.4, High: 5563.3, Low: 5477.45, SMA20: 5432.52, SMA50: 5621.55, RSI14: 52.78, Return: 0.18%, Output: Down
Date: 2011-03-10, Open: 5516.1, High: 5516.3, Low: 5468.45, SMA20: 5444.56, SMA50: 5611.52, RSI14: 46.97, Return: -0.66%, Output: Down
Date: 2011-03-11, Open: 5456.15, High: 5502.7, Low: 5411.55, SMA20: 5455.54, SMA50: 5599.22, RSI14: 49.18, Return: -0.89%, Output: Up
Date: 2011-03-14, Open: 5436.5, High: 5537.3, Low: 5434.25, SMA20: 5466.62, SMA50: 5587.81, RSI14: 50.76, Return: 1.58%, Output: Down
Date: 2011-03-15, Open: 5420.0, High: 5497.85, Low: 5373.65, SMA20: 5466.3, SMA50: 5574.11, RSI14: 48.89, Return: -1.48%, Output: Up
Date: 2011-03-16, Open: 5475.95, High: 5535.1, Low: 5475.95, SMA20: 5467.81, SMA50: 5561.19, RSI14: 54.06, Return: 1.13%, Output: Down
Date: 2011-03-17, Open: 5455.4, High: 5510.05, Low: 5435.3, SMA20: 5466.05, SMA50: 5547.19, RSI14: 61.51, Return: -1.17%, Output: Down
Date: 2011-03-18, Open: 5475.35, High: 5483.05, Low: 5366.4, SMA20: 5457.42, SMA50: 5533.07, RSI14: 54.22, Return: -1.34%, Output: Down
Date: 2011-03-21, Open: 5408.75, High: 5413.3, Low: 5348.2, SMA20: 5452.71, SMA50: 5519.4, RSI14: 51.94, Return: -0.17%, Output: Up
Date: 2011-03-22, Open: 5390.85, High: 5428.15, Low: 5376.15, SMA20: 5447.47, SMA50: 5509.58, RSI14: 41.91, Return: 0.92%, Output: Up
Date: 2011-03-23, Open: 5411.4, High: 5484.95, Low: 5401.95, SMA20: 5448.02, SMA50: 5503.93, RSI14: 46.13, Return: 1.23%, Output: Up
Date: 2011-03-24, Open: 5501.8, High: 5529.0, Low: 5496.1, SMA20: 5452.27, SMA50: 5499.3, RSI14: 48.93, Return: 0.77%, Output: Up
Date: 2011-03-25, Open: 5588.65, High: 5667.1, Low: 5560.95, SMA20: 5471.85, SMA50: 5495.12, RSI14: 61.67, Return: 2.39%, Output: Up
Date: 2011-03-28, Open: 5645.25, High: 5709.1, Low: 5643.2, SMA20: 5491.03, SMA50: 5493.83, RSI14: 60.48, Return: 0.58%, Output: Up
Date: 2011-03-29, Open: 5686.5, High: 5770.35, Low: 5680.7, SMA20: 5511.19, SMA50: 5495.46, RSI14: 62.33, Return: 0.86%, Output: Up
Date: 2011-03-30, Open: 5755.8, High: 5803.15, Low: 5753.9, SMA20: 5524.46, SMA50: 5498.12, RSI14: 67.3, Return: 0.89%, Output: Up
Date: 2011-03-31, Open: 5803.05, High: 5872.0, Low: 5778.65, SMA20: 5539.33, SMA50: 5500.31, RSI14: 72.98, Return: 0.8%, Output: Down
Date: 2011-04-01, Open: 5835.0, High: 5860.2, Low: 5810.4, SMA20: 5553.7, SMA50: 5503.01, RSI14: 69.22, Return: -0.13%, Output: Up
Date: 2011-04-04, Open: 5842.0, High: 5918.7, Low: 5833.2, SMA20: 5575.96, SMA50: 5506.95, RSI14: 79.91, Return: 1.41%, Output: Up
Date: 2011-04-05, Open: 5923.85, High: 5928.65, Low: 5855.85, SMA20: 5595.43, SMA50: 5511.22, RSI14: 78.21, Return: 0.03%, Output: Down
Date: 2011-04-06, Open: 5908.0, High: 5944.45, Low: 5868.8, SMA20: 5613.46, SMA50: 5514.19, RSI14: 83.67, Return: -0.31%, Output: Down
Date: 2011-04-07, Open: 5888.55, High: 5906.1, Low: 5866.25, SMA20: 5633.03, SMA50: 5518.16, RSI14: 93.1, Return: -0.1%, Output: Down
Date: 2011-04-08, Open: 5886.75, High: 5926.95, Low: 5822.0, SMA20: 5652.86, SMA50: 5522.91, RSI14: 87.95, Return: -0.74%, Output: Down
Date: 2011-04-11, Open: 5805.35, High: 5830.3, Low: 5777.9, SMA20: 5665.57, SMA50: 5528.38, RSI14: 79.24, Return: -0.96%, Output: Up
Date: 2011-04-13, Open: 5747.95, High: 5923.6, Low: 5735.55, SMA20: 5688.66, SMA50: 5536.5, RSI14: 81.01, Return: 2.17%, Output: Down
Date: 2011-04-15, Open: 5898.75, High: 5907.35, Low: 5806.45, SMA20: 5704.33, SMA50: 5544.64, RSI14: 70.41, Return: -1.47%, Output: Down
Date: 2011-04-18, Open: 5824.35, High: 5897.9, Low: 5722.25, SMA20: 5718.45, SMA50: 5550.58, RSI14: 55.32, Return: -1.64%, Output: Up
Date: 2011-04-19, Open: 5716.0, High: 5762.95, Low: 5693.25, SMA20: 5736.81, SMA50: 5554.86, RSI14: 53.92, Return: 0.2%, Output: Up
Date: 2011-04-20, Open: 5786.05, High: 5857.35, Low: 5759.65, SMA20: 5761.15, SMA50: 5563.98, RSI14: 57.75, Return: 1.93%, Output: Up
Date: 2011-04-21, Open: 5882.85, High: 5912.9, Low: 5864.35, SMA20: 5784.69, SMA50: 5573.76, RSI14: 56.68, Return: 0.56%, Output: Down
Date: 2011-04-25, Open: 5859.6, High: 5906.6, Low: 5857.0, SMA20: 5804.41, SMA50: 5585.0, RSI14: 52.95, Return: -0.17%, Output: Down
Date: 2011-04-26, Open: 5876.85, High: 5893.2, Low: 5791.55, SMA20: 5821.71, SMA50: 5597.29, RSI14: 53.08, Return: -0.1%, Output: Down
Date: 2011-04-27, Open: 5884.2, High: 5892.35, Low: 5819.95, SMA20: 5830.69, SMA50: 5609.45, RSI14: 44.18, Return: -0.59%, Output: Down
Date: 2011-04-28, Open: 5851.35, High: 5856.4, Low: 5776.95, SMA20: 5835.6, SMA50: 5618.96, RSI14: 40.94, Return: -0.83%, Output: Down
Date: 2011-04-29, Open: 5782.5, High: 5804.3, Low: 5706.05, SMA20: 5836.26, SMA50: 5624.83, RSI14: 39.91, Return: -0.62%, Output: Down
Date: 2011-05-02, Open: 5766.9, High: 5775.25, Low: 5687.7, SMA20: 5831.94, SMA50: 5629.24, RSI14: 37.66, Return: -0.84%, Output: Down
Date: 2011-05-03, Open: 5689.7, High: 5710.8, Low: 5554.85, SMA20: 5818.51, SMA50: 5630.91, RSI14: 33.52, Return: -2.39%, Output: Down
Date: 2011-05-04, Open: 5567.7, High: 5578.8, Low: 5503.0, SMA20: 5804.07, SMA50: 5630.72, RSI14: 34.68, Return: -0.5%, Output: Down
Date: 2011-05-05, Open: 5531.6, High: 5560.3, Low: 5443.65, SMA20: 5781.64, SMA50: 5630.74, RSI14: 20.4, Return: -1.4%, Output: Up
Date: 2011-05-06, Open: 5477.65, High: 5564.4, Low: 5472.45, SMA20: 5763.71, SMA50: 5631.4, RSI14: 32.21, Return: 1.68%, Output: Down
Date: 2011-05-09, Open: 5575.2, High: 5586.05, Low: 5502.4, SMA20: 5746.68, SMA50: 5633.04, RSI14: 36.76, Return: -0.01%, Output: Down
Date: 2011-05-10, Open: 5555.55, High: 5592.9, Low: 5514.55, SMA20: 5729.45, SMA50: 5635.11, RSI14: 35.13, Return: -0.18%, Output: Up
Date: 2011-05-11, Open: 5547.2, High: 5574.7, Low: 5525.0, SMA20: 5715.61, SMA50: 5641.16, RSI14: 25.44, Return: 0.43%, Output: Down
Date: 2011-05-12, Open: 5537.8, High: 5572.5, Low: 5476.3, SMA20: 5700.63, SMA50: 5644.81, RSI14: 18.34, Return: -1.42%, Output: Up
Date: 2011-05-13, Open: 5492.35, High: 5605.0, Low: 5472.15, SMA20: 5682.29, SMA50: 5649.04, RSI14: 25.67, Return: 1.07%, Output: Down
Date: 2011-05-16, Open: 5541.7, High: 5541.8, Low: 5487.65, SMA20: 5666.01, SMA50: 5648.58, RSI14: 24.25, Return: -0.83%, Output: Down
Date: 2011-05-17, Open: 5496.1, High: 5523.85, Low: 5421.05, SMA20: 5651.51, SMA50: 5646.63, RSI14: 23.42, Return: -1.09%, Output: Down
Date: 2011-05-18, Open: 5448.2, High: 5460.5, Low: 5401.25, SMA20: 5635.5, SMA50: 5644.27, RSI14: 24.41, Return: -0.34%, Output: Up
Date: 2011-05-19, Open: 5448.15, High: 5452.6, Low: 5411.25, SMA20: 5614.32, SMA50: 5643.57, RSI14: 26.52, Return: 0.14%, Output: Up
Date: 2011-05-20, Open: 5450.65, High: 5517.55, Low: 5432.75, SMA20: 5594.4, SMA50: 5642.88, RSI14: 34.52, Return: 1.07%, Output: Down
Date: 2011-05-23, Open: 5456.7, High: 5456.7, Low: 5373.0, SMA20: 5570.01, SMA50: 5639.99, RSI14: 36.43, Return: -1.82%, Output: Up
Date: 2011-05-24, Open: 5385.1, High: 5422.6, Low: 5367.45, SMA20: 5546.33, SMA50: 5638.0, RSI14: 38.85, Return: 0.15%, Output: Down
Date: 2011-05-25, Open: 5389.1, High: 5389.1, Low: 5328.7, SMA20: 5522.08, SMA50: 5636.07, RSI14: 40.86, Return: -0.85%, Output: Up
Date: 2011-05-26, Open: 5372.75, High: 5422.2, Low: 5356.35, SMA20: 5503.43, SMA50: 5633.69, RSI14: 37.98, Return: 1.19%, Output: Up
Date: 2011-05-27, Open: 5413.7, High: 5485.8, Low: 5413.6, SMA20: 5489.76, SMA50: 5634.22, RSI14: 44.16, Return: 1.18%, Output: Down
Date: 2011-05-30, Open: 5493.75, High: 5509.3, Low: 5458.6, SMA20: 5478.35, SMA50: 5633.46, RSI14: 44.64, Return: -0.05%, Output: Up
Date: 2011-06-01, Open: 5561.05, High: 5597.35, Low: 5559.45, SMA20: 5479.68, SMA50: 5636.36, RSI14: 51.84, Return: 2.17%, Output: Down
Date: 2011-06-02, Open: 5529.9, High: 5568.2, Low: 5521.95, SMA20: 5480.34, SMA50: 5639.9, RSI14: 54.63, Return: -0.74%, Output: Down
Date: 2011-06-03, Open: 5565.7, High: 5604.95, Low: 5507.2, SMA20: 5483.19, SMA50: 5642.94, RSI14: 47.9, Return: -0.61%, Output: Up
Date: 2011-06-06, Open: 5504.3, High: 5542.65, Low: 5479.85, SMA20: 5482.22, SMA50: 5645.3, RSI14: 52.59, Return: 0.28%, Output: Up
Date: 2011-06-07, Open: 5509.15, High: 5570.1, Low: 5507.8, SMA20: 5482.47, SMA50: 5646.82, RSI14: 59.74, Return: 0.44%, Output: Down
Date: 2011-06-08, Open: 5535.25, High: 5556.6, Low: 5514.9, SMA20: 5481.75, SMA50: 5646.91, RSI14: 58.67, Return: -0.53%, Output: Down
Date: 2011-06-09, Open: 5523.55, High: 5540.1, Low: 5502.05, SMA20: 5479.55, SMA50: 5644.24, RSI14: 57.61, Return: -0.1%, Output: Down
Date: 2011-06-10, Open: 5518.05, High: 5521.45, Low: 5457.45, SMA20: 5479.53, SMA50: 5640.21, RSI14: 49.95, Return: -0.64%, Output: Down
Date: 2011-06-13, Open: 5469.85, High: 5496.7, Low: 5436.95, SMA20: 5476.44, SMA50: 5635.14, RSI14: 59.8, Return: -0.05%, Output: Up
Date: 2011-06-14, Open: 5485.6, High: 5520.15, Low: 5484.2, SMA20: 5476.51, SMA50: 5629.4, RSI14: 60.55, Return: 0.32%, Output: Down
Date: 2011-06-15, Open: 5494.45, High: 5499.35, Low: 5438.95, SMA20: 5476.94, SMA50: 5621.67, RSI14: 59.7, Return: -0.96%, Output: Down
Date: 2011-06-16, Open: 5419.65, High: 5447.5, Low: 5389.8, SMA20: 5475.74, SMA50: 5613.09, RSI14: 48.42, Return: -0.93%, Output: Down
Date: 2011-06-17, Open: 5412.5, High: 5421.15, Low: 5355.85, SMA20: 5472.66, SMA50: 5602.25, RSI14: 38.12, Return: -0.56%, Output: Down
Date: 2011-06-20, Open: 5372.2, High: 5377.4, Low: 5195.9, SMA20: 5461.24, SMA50: 5589.2, RSI14: 31.03, Return: -2.02%, Output: Up
Date: 2011-06-21, Open: 5280.8, High: 5322.45, Low: 5257.0, SMA20: 5455.7, SMA50: 5576.89, RSI14: 16.1, Return: 0.34%, Output: Up
Date: 2011-06-22, Open: 5304.65, High: 5310.5, Low: 5262.5, SMA20: 5449.87, SMA50: 5564.74, RSI14: 18.15, Return: 0.05%, Output: Up
Date: 2011-06-23, Open: 5269.1, High: 5330.6, Low: 5252.25, SMA20: 5448.43, SMA50: 5554.3, RSI14: 27.39, Return: 0.79%, Output: Up
Date: 2011-06-24, Open: 5343.4, High: 5477.85, Low: 5343.4, SMA20: 5451.37, SMA50: 5548.01, RSI14: 44.68, Return: 2.84%, Output: Up
Date: 2011-06-27, Open: 5441.2, High: 5552.65, Low: 5434.25, SMA20: 5453.9, SMA50: 5540.31, RSI14: 47.55, Return: 1.01%, Output: Up
Date: 2011-06-28, Open: 5548.85, High: 5558.3, Low: 5496.35, SMA20: 5457.51, SMA50: 5534.73, RSI14: 51.56, Return: 0.34%, Output: Up
Date: 2011-06-29, Open: 5566.5, High: 5608.65, Low: 5566.5, SMA20: 5457.93, SMA50: 5532.15, RSI14: 56.19, Return: 0.99%, Output: Up
Date: 2011-06-30, Open: 5614.5, High: 5657.9, Low: 5606.1, SMA20: 5462.78, SMA50: 5530.29, RSI14: 62.38, Return: 0.84%, Output: Down
Date: 2011-07-01, Open: 5705.75, High: 5705.8, Low: 5609.75, SMA20: 5468.3, SMA50: 5525.8, RSI14: 60.78, Return: -0.36%, Output: Up
Date: 2011-07-04, Open: 5679.55, High: 5679.65, Low: 5633.1, SMA20: 5474.23, SMA50: 5521.11, RSI14: 61.1, Return: 0.41%, Output: Down
Date: 2011-07-05, Open: 5659.85, High: 5659.85, Low: 5612.3, SMA20: 5478.02, SMA50: 5516.27, RSI14: 64.4, Return: -0.33%, Output: Down
Date: 2011-07-06, Open: 5622.7, High: 5655.4, Low: 5610.75, SMA20: 5482.95, SMA50: 5511.41, RSI14: 69.16, Return: -0.12%, Output: Up
Date: 2011-07-07, Open: 5633.35, High: 5737.15, Low: 5632.95, SMA20: 5493.35, SMA50: 5509.31, RSI14: 77.05, Return: 1.84%, Output: Down
Date: 2011-07-08, Open: 5734.65, High: 5740.4, Low: 5651.05, SMA20: 5502.09, SMA50: 5506.81, RSI14: 81.97, Return: -1.19%, Output: Down
